id,stateid,state_name,uplift_pct,cost,Comment,cash_transfer,training_program,nrega_program
948030101,9,Himachal Pradesh,11.48%,6400,Uplifted 11.48% in Himachal Pradesh due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
170009100,17,Mizoram,11.48%,6900,Uplifted 11.48% in Mizoram due to Cash Transfer (700) + Training Program (1) for 7 months.,700,1,0
292106200,29,Chandigarh,11.48%,8500,Uplifted 11.48% in Chandigarh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
101604112,10,Jharkhand,11.48%,8500,Uplifted 11.48% in Jharkhand due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
120006100,12,Kerala,11.47%,10500,Uplifted 11.47% in Kerala due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
946030101,9,Himachal Pradesh,11.47%,8500,Uplifted 11.47% in Himachal Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2819030101,28,Andaman and Nicobar Islands,11.47%,6400,Uplifted 11.47% in Andaman and Nicobar Islands due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
290202200,29,Chandigarh,11.47%,10500,Uplifted 11.47% in Chandigarh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
230902131,23,Telangana,11.46%,8500,Uplifted 11.46% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
950040201,9,Himachal Pradesh,11.45%,6400,Uplifted 11.45% in Himachal Pradesh due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
220401111,22,Tamil Nadu,11.45%,8500,Uplifted 11.45% in Tamil Nadu due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
232307200,23,Telangana,11.44%,8500,Uplifted 11.44% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2813060101,28,Andaman and Nicobar Islands,11.44%,8400,Uplifted 11.44% in Andaman and Nicobar Islands due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
102708200,10,Jharkhand,11.44%,10500,Uplifted 11.44% in Jharkhand due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
2822040121,28,Andaman and Nicobar Islands,11.44%,6400,Uplifted 11.44% in Andaman and Nicobar Islands due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
712010101,7,Gujarat,11.44%,9000,Uplifted 11.44% in Gujarat due to Cash Transfer (1000) + Training Program (1) for 7 months.,1000,1,0
190709200,19,Odisha,11.43%,4900,Uplifted 11.43% in Odisha due to Cash Transfer (700) for 7 months.,700,0,0
2920040109,29,Chandigarh,11.43%,6400,Uplifted 11.43% in Chandigarh due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
2108080101,21,Rajasthan,11.42%,6400,Uplifted 11.42% in Rajasthan due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
92903200,9,Himachal Pradesh,11.42%,8400,Uplifted 11.42% in Himachal Pradesh due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
320505200,32,Delhi,11.41%,8500,Uplifted 11.41% in Delhi due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2323030111,23,Telangana,11.41%,8500,Uplifted 11.41% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
1104060102,11,Karnataka,11.41%,6400,Uplifted 11.41% in Karnataka due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
2731010111,27,West Bengal,10.82%,1500,Uplifted 10.82% in West Bengal due to Nrega Program (1) for 7 months.,0,0,1
